,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value(£),Wage(£),Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height(cm.),Weight(lbs.),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Year_Joined
1449,202477,Deulofeu,22,https://cdn.sofifa.com/players/202/477/17_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,88,Milan,https://cdn.sofifa.com/teams/47/light_30.png,24000000.0,60000.0,1927,Right,2.0,4.0,4.0,High/ Low,Normal (170-185),Yes,LW,7.0,2017-09-11,Everton,2017.0,177.8,161,76.0,70.0,40.0,78.0,68.0,89.0,84.0,75.0,62.0,87.0,93.0,93.0,93.0,77.0,77.0,72.0,72.0,76.0,59.0,65.0,40.0,25.0,78.0,72.0,70.0,72.0,20.0,30.0,22.0,12.0,16.0,14.0,11.0,11.0,RM,81.0,2017
1450,199157,Luna,25,https://cdn.sofifa.com/players/199/157/17_60.png,Spain,https://cdn.sofifa.com/flags/es.png,75,78,SD Eibar,https://cdn.sofifa.com/teams/467/light_30.png,4200000.0,15000.0,1927,Left,1.0,3.0,2.0,High/ Medium,Normal (170-185),Yes,LB,19.0,2015-07-09,None,2017.0,177.8,150,73.0,59.0,59.0,75.0,56.0,68.0,58.0,45.0,63.0,75.0,73.0,75.0,67.0,67.0,69.0,78.0,80.0,83.0,75.0,55.0,82.0,68.0,61.0,50.0,43.0,66.0,67.0,77.0,80.0,6.0,12.0,5.0,15.0,8.0,LB,74.0,2015
1451,208596,A. Belotti,22,https://cdn.sofifa.com/players/208/596/17_60.png,Italy,https://cdn.sofifa.com/flags/it.png,82,89,Torino,https://cdn.sofifa.com/teams/54/light_30.png,29000000.0,60000.0,1927,Right,2.0,5.0,3.0,High/ High,Normal (170-185),No,ST,9.0,2015-08-17,None,2021.0,180.34,159,42.0,86.0,83.0,68.0,80.0,76.0,64.0,56.0,42.0,76.0,80.0,82.0,79.0,78.0,75.0,81.0,83.0,84.0,85.0,67.0,83.0,31.0,85.0,61.0,77.0,75.0,15.0,23.0,32.0,13.0,7.0,12.0,14.0,7.0,ST,81.0,2015
1452,190093,Dani Castellano,28,https://cdn.sofifa.com/players/190/093/17_60.png,Spain,https://cdn.sofifa.com/flags/es.png,75,75,UD Las Palmas,https://cdn.sofifa.com/teams/472/light_30.png,3100000.0,20000.0,1927,Left,1.0,3.0,2.0,High/ Medium,Normal (170-185),No,LB,23.0,2011-01-01,None,2020.0,180.34,152,77.0,46.0,60.0,74.0,45.0,75.0,67.0,47.0,62.0,73.0,78.0,77.0,72.0,72.0,76.0,60.0,73.0,86.0,77.0,53.0,67.0,68.0,63.0,62.0,48.0,64.0,68.0,73.0,75.0,6.0,7.0,15.0,14.0,11.0,LWB,75.0,2011
1453,172100,G. Peñalba,31,https://cdn.sofifa.com/players/172/100/17_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,75,75,Cruz Azul,https://cdn.sofifa.com/teams/1878/light_30.png,3400000.0,40000.0,1927,Right,1.0,3.0,3.0,Medium/ Medium,Lean (185+),No,LCM,8.0,2017-01-01,None,2017.0,193.04,201,67.0,64.0,66.0,74.0,61.0,77.0,70.0,64.0,75.0,77.0,52.0,55.0,53.0,70.0,54.0,73.0,32.0,75.0,89.0,71.0,76.0,72.0,66.0,74.0,76.0,76.0,66.0,72.0,60.0,7.0,14.0,6.0,7.0,12.0,CM,74.0,2017
1454,163495,T. Matthys,32,https://cdn.sofifa.com/players/163/495/17_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,69,69,KV Mechelen,https://cdn.sofifa.com/teams/110724/light_30.png,775000.0,10000.0,1927,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,RM,7.0,2014-07-01,None,2018.0,180.34,168,71.0,68.0,60.0,69.0,63.0,69.0,73.0,71.0,67.0,68.0,58.0,61.0,67.0,64.0,68.0,70.0,67.0,75.0,63.0,69.0,63.0,65.0,71.0,73.0,70.0,72.0,62.0,63.0,59.0,12.0,11.0,11.0,16.0,10.0,CAM,69.0,2014
1455,197756,J. Ayew,24,https://cdn.sofifa.com/players/197/756/17_60.png,Ghana,https://cdn.sofifa.com/flags/gh.png,76,79,Swansea City,https://cdn.sofifa.com/teams/1960/light_30.png,7000000.0,70000.0,1927,Right,2.0,3.0,4.0,Medium/ Low,Normal (170-185),Yes,SUB,3.0,2017-01-31,None,2020.0,182.88,179,70.0,73.0,76.0,74.0,74.0,80.0,77.0,71.0,60.0,78.0,77.0,77.0,81.0,76.0,72.0,76.0,72.0,74.0,74.0,74.0,75.0,35.0,72.0,70.0,74.0,70.0,23.0,22.0,25.0,6.0,8.0,7.0,16.0,8.0,ST,75.0,2017
1456,201533,P. Ntep,23,https://cdn.sofifa.com/players/201/533/17_60.png,France,https://cdn.sofifa.com/flags/fr.png,80,83,VfL Wolfsburg,https://cdn.sofifa.com/teams/175/light_30.png,18000000.0,60000.0,1927,Right,2.0,4.0,4.0,High/ Medium,Stocky (170-185),No,SUB,9.0,2017-01-09,None,2021.0,180.34,181,77.0,74.0,43.0,75.0,74.0,84.0,77.0,73.0,70.0,84.0,90.0,90.0,86.0,76.0,75.0,79.0,49.0,73.0,74.0,76.0,75.0,28.0,75.0,71.0,70.0,63.0,22.0,25.0,15.0,15.0,9.0,9.0,8.0,6.0,RM,80.0,2017
1457,225201,Alex Berenguer,20,https://cdn.sofifa.com/players/225/201/17_60.png,Spain,https://cdn.sofifa.com/flags/es.png,72,82,CA Osasuna,https://cdn.sofifa.com/teams/479/light_30.png,3000000.0,10000.0,1927,Left,1.0,2.0,3.0,High/ Medium,Normal (170-185),No,RWB,11.0,2014-07-01,None,2020.0,175.26,154,71.0,61.0,49.0,68.0,54.0,75.0,52.0,44.0,58.0,73.0,86.0,83.0,77.0,73.0,80.0,71.0,64.0,81.0,63.0,53.0,70.0,65.0,71.0,66.0,66.0,66.0,61.0,69.0,66.0,14.0,16.0,8.0,6.0,13.0,LM,72.0,2014
1458,200223,A. Maher,22,https://cdn.sofifa.com/players/200/223/17_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,74,80,Osmanlıspor,https://cdn.sofifa.com/teams/112958/light_30.png,4700000.0,20000.0,1927,Right,2.0,3.0,3.0,Medium/ Low,Lean (170-185),No,CAM,93.0,2017-09-11,PSV,2017.0,175.26,168,79.0,66.0,46.0,76.0,77.0,72.0,76.0,75.0,71.0,80.0,70.0,73.0,80.0,74.0,83.0,74.0,53.0,69.0,44.0,70.0,59.0,58.0,69.0,73.0,59.0,73.0,45.0,56.0,52.0,15.0,7.0,7.0,11.0,8.0,CAM,74.0,2017
1459,236071,João Bardinho,32,https://cdn.sofifa.com/players/236/071/17_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,70,70,Cruzeiro,https://cdn.sofifa.com/teams/568/light_30.png,750000.0,20000.0,1926,Left,1.0,4.0,2.0,Medium/ Medium,Lean (170-185),No,SUB,14.0,2016-08-31,None,2020.0,177.8,157,74.0,55.0,54.0,72.0,65.0,73.0,75.0,75.0,68.0,73.0,78.0,72.0,77.0,76.0,81.0,63.0,66.0,68.0,51.0,59.0,58.0,65.0,56.0,64.0,63.0,68.0,63.0,64.0,67.0,11.0,12.0,10.0,11.0,7.0,LM,70.0,2016
1460,158716,D. Edwards,30,https://cdn.sofifa.com/players/158/716/17_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,71,71,Wolverhampton Wanderers,https://cdn.sofifa.com/teams/110/light_30.png,1500000.0,20000.0,1926,Right,1.0,3.0,3.0,High/ High,Lean (170-185),No,LDM,4.0,2008-01-01,None,2019.0,182.88,172,67.0,69.0,80.0,69.0,60.0,65.0,60.0,53.0,66.0,68.0,64.0,68.0,70.0,78.0,59.0,63.0,83.0,89.0,70.0,53.0,63.0,67.0,79.0,70.0,55.0,62.0,53.0,62.0,61.0,14.0,13.0,7.0,14.0,14.0,ST,70.0,2008
1461,188600,M. Abeid,23,https://cdn.sofifa.com/players/188/600/17_60.png,Algeria,https://cdn.sofifa.com/flags/dz.png,71,74,Dijon FCO,https://cdn.sofifa.com/teams/110569/light_30.png,2100000.0,10000.0,1926,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),Yes,CDM,17.0,2016-09-01,None,2019.0,180.34,174,56.0,67.0,44.0,75.0,60.0,71.0,68.0,65.0,73.0,74.0,72.0,68.0,68.0,65.0,72.0,75.0,58.0,70.0,75.0,70.0,75.0,65.0,65.0,64.0,62.0,65.0,62.0,66.0,60.0,14.0,14.0,8.0,15.0,10.0,CM,70.0,2016
1462,170903,L. N'Guemo,30,https://cdn.sofifa.com/players/170/903/17_60.png,Cameroon,https://cdn.sofifa.com/flags/cm.png,74,74,Kayserispor,https://cdn.sofifa.com/teams/101020/light_30.png,2400000.0,20000.0,1926,Left,2.0,3.0,3.0,Medium/ High,Normal (170-185),No,SUB,24.0,2017-01-24,None,2019.0,172.72,154,60.0,41.0,61.0,74.0,38.0,72.0,57.0,56.0,71.0,74.0,72.0,71.0,73.0,72.0,76.0,71.0,80.0,83.0,72.0,68.0,80.0,74.0,60.0,70.0,35.0,66.0,72.0,73.0,65.0,11.0,15.0,9.0,6.0,14.0,CDM,73.0,2017
1463,192991,C. Tosun,25,https://cdn.sofifa.com/players/192/991/17_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,78,81,Beşiktaş JK,https://cdn.sofifa.com/teams/327/light_30.png,10500000.0,70000.0,1926,Right,2.0,4.0,3.0,High/ Medium,Stocky (170-185),No,ST,23.0,2014-07-01,None,2019.0,182.88,172,64.0,78.0,82.0,70.0,76.0,74.0,72.0,73.0,60.0,76.0,74.0,73.0,76.0,78.0,66.0,80.0,80.0,74.0,80.0,73.0,72.0,31.0,80.0,61.0,82.0,74.0,13.0,34.0,15.0,12.0,14.0,12.0,12.0,9.0,ST,77.0,2014
1464,192537,M. Lestienne,24,https://cdn.sofifa.com/players/192/537/17_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,76,79,Rubin Kazan,https://cdn.sofifa.com/teams/110227/light_30.png,7000000.0,50000.0,1926,Left,1.0,4.0,3.0,High/ Medium,Lean (170-185),No,SUB,10.0,2016-07-05,None,2020.0,175.26,139,70.0,73.0,47.0,75.0,69.0,81.0,72.0,69.0,71.0,75.0,85.0,84.0,84.0,71.0,85.0,71.0,73.0,91.0,47.0,70.0,71.0,35.0,72.0,72.0,69.0,75.0,29.0,27.0,34.0,9.0,15.0,12.0,11.0,7.0,LM,76.0,2016
1465,193098,C. Clemens,24,https://cdn.sofifa.com/players/193/098/17_60.png,Germany,https://cdn.sofifa.com/flags/de.png,76,77,1. FC Köln,https://cdn.sofifa.com/teams/31/light_30.png,6000000.0,30000.0,1926,Right,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,17.0,2017-01-01,None,2021.0,177.8,176,71.0,66.0,68.0,75.0,61.0,75.0,79.0,69.0,67.0,74.0,85.0,85.0,74.0,73.0,72.0,77.0,68.0,76.0,68.0,75.0,58.0,39.0,74.0,73.0,55.0,69.0,32.0,45.0,37.0,16.0,6.0,12.0,15.0,6.0,RM,75.0,2017
1466,204523,Rubén Pardo,23,https://cdn.sofifa.com/players/204/523/17_60.png,Spain,https://cdn.sofifa.com/flags/es.png,77,83,Real Betis,https://cdn.sofifa.com/teams/449/light_30.png,9500000.0,20000.0,1926,Right,1.0,4.0,2.0,Medium/ Medium,Lean (170-185),No,CM,7.0,2017-09-11,Real Sociedad,2017.0,182.88,150,62.0,54.0,48.0,85.0,42.0,74.0,76.0,77.0,84.0,80.0,65.0,69.0,76.0,74.0,76.0,72.0,65.0,62.0,57.0,70.0,60.0,64.0,66.0,80.0,69.0,55.0,53.0,63.0,57.0,7.0,13.0,8.0,11.0,7.0,CM,76.0,2017
1467,189177,J. Fleck,24,https://cdn.sofifa.com/players/189/177/17_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,69,72,Sheffield United,https://cdn.sofifa.com/teams/1794/light_30.png,1300000.0,8000.0,1926,Left,1.0,3.0,3.0,Medium/ Medium,Stocky (170-),No,RCM,4.0,2016-07-09,None,2019.0,170.18,159,64.0,59.0,44.0,70.0,67.0,66.0,70.0,69.0,70.0,70.0,62.0,65.0,79.0,64.0,82.0,73.0,77.0,70.0,71.0,66.0,78.0,66.0,60.0,71.0,70.0,75.0,56.0,66.0,60.0,7.0,8.0,7.0,13.0,6.0,CM,68.0,2016
1468,228080,F. Passlack,18,https://cdn.sofifa.com/players/228/080/17_60.png,Germany,https://cdn.sofifa.com/flags/de.png,68,84,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,1500000.0,15000.0,1926,Right,1.0,4.0,3.0,High/ Medium,Stocky (170-),No,RES,30.0,2015-04-22,None,2019.0,170.18,163,70.0,57.0,44.0,75.0,51.0,72.0,67.0,66.0,57.0,73.0,77.0,69.0,78.0,65.0,91.0,70.0,77.0,77.0,74.0,54.0,76.0,59.0,59.0,54.0,60.0,58.0,63.0,70.0,65.0,10.0,11.0,10.0,16.0,9.0,RM,69.0,2015
1469,189018,Michel Macedo,26,https://cdn.sofifa.com/players/189/018/17_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,76,77,UD Las Palmas,https://cdn.sofifa.com/teams/472/light_30.png,4900000.0,20000.0,1925,Right,1.0,3.0,2.0,High/ Medium,Lean (170-185),No,RB,12.0,2016-07-15,None,2018.0,175.26,154,68.0,52.0,61.0,78.0,39.0,73.0,56.0,29.0,63.0,71.0,85.0,92.0,88.0,69.0,76.0,59.0,85.0,87.0,75.0,45.0,80.0,76.0,67.0,60.0,33.0,65.0,63.0,75.0,78.0,8.0,8.0,14.0,6.0,6.0,RB,76.0,2016
1470,225359,C. Budescu,27,https://cdn.sofifa.com/players/225/359/17_60.png,Romania,https://cdn.sofifa.com/flags/ro.png,75,75,AS Monaco,https://cdn.sofifa.com/flags/ro.png,0.0,0.0,1925,Right,1.0,3.0,3.0,Medium/ Low,Stocky (185+),No,SUB,10.0,2017-09-11,None,2026.0,185.42000000000002,176,66.0,69.0,54.0,76.0,68.0,75.0,78.0,79.0,71.0,78.0,65.0,68.0,67.0,71.0,71.0,80.0,52.0,62.0,63.0,79.0,55.0,47.0,66.0,79.0,75.0,67.0,48.0,45.0,52.0,13.0,14.0,14.0,12.0,13.0,CAM,74.0,2017
1471,173660,P. Caddis,28,https://cdn.sofifa.com/players/173/660/17_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,68,68,Bury,https://cdn.sofifa.com/teams/1945/light_30.png,650000.0,4000.0,1925,Right,1.0,2.0,2.0,Medium/ Medium,Stocky (170-),No,LCM,44.0,2017-02-25,None,2023.0,170.18,148,71.0,59.0,56.0,64.0,46.0,65.0,73.0,66.0,60.0,64.0,70.0,69.0,71.0,66.0,82.0,68.0,76.0,76.0,61.0,66.0,71.0,64.0,62.0,58.0,80.0,62.0,67.0,66.0,64.0,16.0,13.0,12.0,10.0,13.0,RWB,67.0,2017
1472,181816,A. Rukavina,32,https://cdn.sofifa.com/players/181/816/17_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,77,77,Villarreal CF,https://cdn.sofifa.com/teams/483/light_30.png,3900000.0,30000.0,1925,Right,2.0,3.0,3.0,High/ Medium,Normal (170-185),No,SUB,22.0,2014-07-09,None,2018.0,177.8,163,79.0,36.0,62.0,73.0,49.0,65.0,68.0,38.0,70.0,69.0,73.0,77.0,67.0,81.0,75.0,63.0,78.0,79.0,69.0,58.0,78.0,80.0,66.0,59.0,42.0,61.0,76.0,76.0,77.0,6.0,6.0,15.0,8.0,7.0,RB,76.0,2014
1473,215785,K. Baldé Diao,21,https://cdn.sofifa.com/players/215/785/17_60.png,Senegal,https://cdn.sofifa.com/flags/sn.png,81,89,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,25000000.0,50000.0,1925,Right,1.0,4.0,4.0,High/ Low,Normal (170-185),No,LW,14.0,2013-07-01,None,2018.0,182.88,176,74.0,79.0,58.0,76.0,68.0,86.0,70.0,52.0,64.0,88.0,90.0,92.0,82.0,76.0,77.0,78.0,66.0,75.0,78.0,74.0,54.0,31.0,77.0,72.0,58.0,69.0,17.0,29.0,28.0,12.0,8.0,13.0,8.0,15.0,RM,81.0,2013
1474,41874,B. Pedretti,35,https://cdn.sofifa.com/players/041/874/17_60.png,France,https://cdn.sofifa.com/flags/fr.png,72,72,AS Nancy Lorraine,https://cdn.sofifa.com/teams/1823/light_30.png,350000.0,9000.0,1925,Right,2.0,4.0,2.0,Medium/ Medium,Normal (170-185),Yes,LCM,25.0,2015-08-10,None,2018.0,177.8,159,69.0,65.0,64.0,78.0,66.0,66.0,72.0,75.0,77.0,73.0,45.0,40.0,51.0,68.0,68.0,77.0,70.0,64.0,51.0,71.0,74.0,73.0,61.0,78.0,75.0,79.0,67.0,68.0,61.0,13.0,7.0,13.0,10.0,15.0,CM,72.0,2015
1475,186756,D. Swanson,29,https://cdn.sofifa.com/players/186/756/17_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,69,69,St. Johnstone FC,https://cdn.sofifa.com/teams/100804/light_30.png,950000.0,6000.0,1925,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-),No,SUB,11.0,2016-02-03,None,2017.0,167.64000000000001,130,68.0,60.0,52.0,68.0,59.0,68.0,66.0,71.0,65.0,66.0,75.0,78.0,85.0,59.0,89.0,68.0,83.0,64.0,58.0,64.0,76.0,60.0,67.0,72.0,73.0,62.0,54.0,52.0,54.0,14.0,9.0,7.0,10.0,11.0,LM,68.0,2016
1476,192321,C. Buchtmann,24,https://cdn.sofifa.com/players/192/321/17_60.png,Germany,https://cdn.sofifa.com/flags/de.png,70,74,FC St. Pauli,https://cdn.sofifa.com/teams/110329/light_30.png,1700000.0,15000.0,1925,Left,1.0,4.0,3.0,Medium/ Medium,Normal (170-185),No,LDM,10.0,2012-08-30,None,2019.0,175.26,159,71.0,53.0,49.0,71.0,56.0,70.0,72.0,68.0,72.0,73.0,75.0,66.0,82.0,69.0,84.0,73.0,80.0,78.0,59.0,68.0,67.0,62.0,62.0,68.0,57.0,71.0,54.0,58.0,56.0,13.0,6.0,7.0,16.0,10.0,CM,69.0,2012
1477,206436,Y. Benzia,21,https://cdn.sofifa.com/players/206/436/17_60.png,Algeria,https://cdn.sofifa.com/flags/dz.png,76,84,LOSC Lille,https://cdn.sofifa.com/teams/65/light_30.png,8000000.0,40000.0,1925,Right,1.0,4.0,4.0,High/ Medium,Normal (170-185),No,CAM,9.0,2015-08-31,None,2019.0,177.8,163,66.0,73.0,64.0,76.0,69.0,79.0,77.0,68.0,69.0,77.0,76.0,75.0,78.0,64.0,75.0,71.0,77.0,68.0,58.0,67.0,61.0,55.0,76.0,78.0,76.0,64.0,41.0,31.0,29.0,6.0,9.0,14.0,13.0,9.0,CAM,75.0,2015
1478,156894,D. Pratley,31,https://cdn.sofifa.com/players/156/894/17_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,67,67,Bolton Wanderers,https://cdn.sofifa.com/teams/4/light_30.png,600000.0,9000.0,1925,Right,1.0,3.0,3.0,High/ High,Lean (185+),No,SUB,21.0,2011-06-01,None,2018.0,185.42000000000002,152,60.0,64.0,64.0,64.0,62.0,64.0,61.0,52.0,61.0,65.0,65.0,75.0,70.0,72.0,66.0,73.0,83.0,91.0,75.0,66.0,68.0,63.0,70.0,63.0,61.0,62.0,58.0,66.0,64.0,8.0,12.0,11.0,16.0,12.0,ST,68.0,2011
1479,202325,D. Demme,24,https://cdn.sofifa.com/players/202/325/17_60.png,Germany,https://cdn.sofifa.com/flags/de.png,75,78,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,4400000.0,30000.0,1925,Right,1.0,4.0,2.0,High/ High,Normal (170-),No,LDM,31.0,2014-01-08,None,2021.0,170.18,150,65.0,21.0,55.0,75.0,48.0,71.0,62.0,62.0,72.0,73.0,68.0,53.0,88.0,75.0,85.0,64.0,82.0,92.0,65.0,36.0,80.0,77.0,67.0,71.0,58.0,72.0,63.0,72.0,66.0,14.0,10.0,14.0,12.0,9.0,CDM,74.0,2014
1480,186687,G. Kačar,29,https://cdn.sofifa.com/players/186/687/17_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,74,74,FC Augsburg,https://cdn.sofifa.com/teams/100409/light_30.png,2500000.0,20000.0,1925,Right,2.0,3.0,2.0,Medium/ Medium,Normal (170-185),Yes,SUB,20.0,2016-07-19,None,2018.0,185.42000000000002,185,53.0,59.0,83.0,74.0,63.0,62.0,66.0,52.0,67.0,71.0,44.0,48.0,58.0,71.0,61.0,77.0,90.0,67.0,79.0,66.0,80.0,74.0,57.0,72.0,69.0,67.0,67.0,70.0,69.0,6.0,10.0,12.0,13.0,15.0,CB,73.0,2016
1481,213134,L. Öztunali,20,https://cdn.sofifa.com/players/213/134/17_60.png,Germany,https://cdn.sofifa.com/flags/de.png,76,85,1. FSV Mainz 05,https://cdn.sofifa.com/teams/169/light_30.png,8000000.0,20000.0,1925,Right,1.0,4.0,3.0,Medium/ Medium,Normal (170-185),No,RM,8.0,2016-08-25,None,2021.0,182.88,176,72.0,67.0,54.0,69.0,61.0,82.0,70.0,61.0,68.0,80.0,79.0,88.0,75.0,74.0,68.0,73.0,66.0,75.0,74.0,63.0,57.0,54.0,74.0,66.0,58.0,69.0,44.0,48.0,42.0,10.0,16.0,13.0,15.0,9.0,RM,75.0,2016
1482,214005,V. Giraldo,30,https://cdn.sofifa.com/players/214/005/17_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,70,70,Independiente Santa Fe,https://cdn.sofifa.com/teams/101104/light_30.png,925000.0,4000.0,1925,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,SUB,11.0,2017-06-23,None,2022.0,177.8,163,67.0,52.0,57.0,65.0,46.0,67.0,65.0,69.0,63.0,68.0,84.0,83.0,73.0,71.0,74.0,75.0,70.0,77.0,69.0,74.0,69.0,65.0,43.0,62.0,70.0,65.0,70.0,66.0,66.0,6.0,10.0,12.0,7.0,10.0,RB,70.0,2017
1483,142705,M. González,35,https://cdn.sofifa.com/players/142/705/17_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,71,71,Club Atlético Huracán,https://cdn.sofifa.com/teams/111711/light_30.png,550000.0,8000.0,1925,Right,2.0,4.0,3.0,High/ Low,Stocky (170-185),No,CAM,15.0,2016-01-08,None,2021.0,175.26,176,73.0,69.0,62.0,72.0,65.0,75.0,71.0,73.0,68.0,72.0,66.0,62.0,72.0,66.0,75.0,78.0,61.0,55.0,68.0,75.0,77.0,60.0,68.0,73.0,60.0,73.0,50.0,55.0,49.0,15.0,10.0,8.0,14.0,8.0,CAM,71.0,2016
1484,204307,J. Korb,24,https://cdn.sofifa.com/players/204/307/17_60.png,Germany,https://cdn.sofifa.com/flags/de.png,76,78,Borussia Mönchengladbach,https://cdn.sofifa.com/teams/23/light_30.png,5500000.0,30000.0,1924,Right,2.0,3.0,2.0,High/ Medium,Lean (170-185),Yes,SUB,27.0,2011-07-01,None,2018.0,177.8,154,75.0,49.0,52.0,76.0,30.0,76.0,68.0,44.0,71.0,76.0,78.0,69.0,78.0,77.0,77.0,59.0,75.0,77.0,59.0,40.0,75.0,70.0,68.0,59.0,49.0,74.0,81.0,78.0,77.0,12.0,13.0,14.0,10.0,12.0,RWB,76.0,2011
1485,186547,M. Musacchio,25,https://cdn.sofifa.com/players/186/547/17_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,83,86,Villarreal CF,https://cdn.sofifa.com/teams/483/light_30.png,24500000.0,40000.0,1924,Right,2.0,3.0,2.0,Medium/ Medium,Lean (170-185),No,RCB,5.0,2010-07-01,None,2018.0,182.88,165,55.0,48.0,81.0,78.0,36.0,43.0,53.0,45.0,70.0,73.0,75.0,70.0,73.0,81.0,59.0,57.0,83.0,72.0,81.0,53.0,81.0,85.0,50.0,64.0,57.0,70.0,85.0,84.0,86.0,5.0,11.0,12.0,6.0,12.0,CB,82.0,2010
1486,213597,D. Valdés,22,https://cdn.sofifa.com/players/213/597/17_60.png,Chile,https://cdn.sofifa.com/flags/cl.png,74,78,Monarcas Morelia,https://cdn.sofifa.com/teams/1028/light_30.png,4500000.0,10000.0,1924,Right,1.0,3.0,4.0,High/ High,Lean (170-185),No,CAM,19.0,2016-06-16,None,2022.0,177.8,165,66.0,65.0,66.0,75.0,63.0,75.0,68.0,67.0,73.0,74.0,81.0,79.0,75.0,70.0,68.0,75.0,66.0,75.0,75.0,72.0,50.0,53.0,70.0,75.0,52.0,78.0,51.0,52.0,40.0,8.0,14.0,8.0,9.0,14.0,CAM,73.0,2016
1487,218540,A. Oyongo,25,https://cdn.sofifa.com/players/218/540/17_60.png,Cameroon,https://cdn.sofifa.com/flags/cm.png,71,74,Montreal Impact,https://cdn.sofifa.com/teams/111139/light_30.png,1700000.0,6000.0,1924,Left,1.0,2.0,3.0,High/ Low,Lean (170-185),No,LB,2.0,2015-01-27,None,2017.0,175.26,150,69.0,49.0,42.0,67.0,45.0,74.0,69.0,64.0,64.0,72.0,87.0,81.0,90.0,72.0,70.0,68.0,70.0,86.0,45.0,62.0,69.0,65.0,68.0,68.0,59.0,70.0,64.0,68.0,68.0,13.0,11.0,9.0,8.0,8.0,LM,72.0,2015
1488,207593,J. Uronen,21,https://cdn.sofifa.com/players/207/593/17_60.png,Finland,https://cdn.sofifa.com/flags/fi.png,71,76,KRC Genk,https://cdn.sofifa.com/teams/673/light_30.png,1900000.0,9000.0,1924,Left,1.0,4.0,2.0,High/ High,Normal (170-185),No,LB,21.0,2016-01-04,None,2018.0,177.8,163,73.0,54.0,56.0,67.0,54.0,65.0,74.0,70.0,66.0,69.0,73.0,69.0,72.0,68.0,73.0,80.0,67.0,83.0,65.0,66.0,75.0,68.0,52.0,62.0,48.0,67.0,69.0,71.0,72.0,7.0,10.0,8.0,10.0,8.0,LB,71.0,2016
1489,157528,M. Stoppelkamp,29,https://cdn.sofifa.com/players/157/528/17_60.png,Germany,https://cdn.sofifa.com/flags/de.png,72,72,Karlsruher SC,https://cdn.sofifa.com/teams/1832/light_30.png,2000000.0,15000.0,1924,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,SUB,7.0,2016-07-01,None,2018.0,180.34,165,72.0,65.0,60.0,69.0,67.0,72.0,63.0,64.0,61.0,68.0,81.0,78.0,75.0,67.0,68.0,76.0,75.0,87.0,65.0,71.0,62.0,56.0,68.0,62.0,59.0,64.0,47.0,53.0,51.0,9.0,16.0,14.0,15.0,8.0,LM,71.0,2016
1490,186979,I. Jiménez,26,https://cdn.sofifa.com/players/186/979/17_60.png,Mexico,https://cdn.sofifa.com/flags/mx.png,72,72,Tigres U.A.N.L.,https://cdn.sofifa.com/teams/1970/light_30.png,1800000.0,40000.0,1924,Right,1.0,3.0,2.0,High/ Medium,Normal (170-185),No,RES,2.0,2008-07-01,None,2020.0,172.72,150,67.0,45.0,58.0,70.0,43.0,71.0,65.0,58.0,64.0,70.0,73.0,67.0,74.0,70.0,74.0,60.0,76.0,80.0,67.0,59.0,69.0,73.0,68.0,69.0,61.0,70.0,70.0,72.0,70.0,15.0,14.0,11.0,12.0,9.0,RWB,71.0,2008
