,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value(£),Wage(£),Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Joined,Loaned From,Contract Valid Until,Height(cm.),Weight(lbs.),Release Clause(£),Kit Number,Best Overall Rating,Year_Joined
1698,192086,A. Kokorin,31,https://cdn.sofifa.net/players/192/086/23_60.png,Russia,https://cdn.sofifa.net/flags/ru.png,72,72,Fiorentina,https://cdn.sofifa.net/teams/110374/30.png,2000000.0,36000.0,1900,Right,2.0,3.0,4.0,High/ Medium,Normal (170-185),No,RES,2021-01-27,None,2024.0,184.0,183.01500000000001,3400000.0,91.0,0.0,2021
1699,212230,Iuri Medeiros,27,https://cdn.sofifa.net/players/212/230/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,76,76,SC Braga,https://cdn.sofifa.net/teams/1896/30.png,8000000.0,16000.0,1900,Left,2.0,3.0,4.0,High/ Medium,Lean (170-185),No,RM,2020-08-03,None,2026.0,174.0,141.12,16000000.0,45.0,0.0,2020
1700,239704,K. Wagner,25,https://cdn.sofifa.net/players/239/704/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,75,79,Philadelphia Union,https://cdn.sofifa.net/teams/112134/30.png,7000000.0,8000.0,1900,Left,1.0,3.0,2.0,High/ Medium,Normal (170-185),Yes,LB,2019-02-06,None,2022.0,182.0,171.99,11000000.0,27.0,0.0,2019
1701,205257,N. Sliti,29,https://cdn.sofifa.net/players/205/257/23_60.png,Tunisia,https://cdn.sofifa.net/flags/tn.png,76,76,Ettifaq FC,https://cdn.sofifa.net/teams/112096/30.png,7500000.0,30000.0,1899,Right,1.0,3.0,4.0,Medium/ Medium,Stocky (170-185),No,LM,2019-08-11,None,2023.0,173.0,171.99,12400000.0,10.0,0.0,2019
1702,197061,J. Matip,30,https://cdn.sofifa.net/players/197/061/23_60.png,Cameroon,https://cdn.sofifa.net/flags/cm.png,84,84,Liverpool,https://cdn.sofifa.net/teams/9/30.png,34500000.0,140000.0,1899,Right,2.0,2.0,2.0,Medium/ Medium,Lean (185+),Yes,RCB,2016-07-01,None,2024.0,194.0,198.45000000000002,63800000.0,32.0,0.0,2016
1703,234612,J. Ikoné,24,https://cdn.sofifa.net/players/234/612/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,78,82,Fiorentina,https://cdn.sofifa.net/teams/110374/30.png,20000000.0,50000.0,1899,Left,3.0,3.0,4.0,High/ Medium,Normal (170-185),Yes,SUB,2022-01-03,None,2026.0,175.0,160.965,35500000.0,11.0,0.0,2022
1704,229207,Àlex Corredera,26,https://cdn.sofifa.net/players/229/207/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,72,75,CD Tenerife,https://cdn.sofifa.net/teams/260/30.png,3000000.0,8000.0,1899,Left,1.0,2.0,3.0,High/ Medium,Normal (170-185),No,LCM,2021-07-01,None,2024.0,178.0,158.76,5000000.0,6.0,0.0,2021
1705,236260,22 A. Santamaría,29,https://cdn.sofifa.net/players/236/260/22_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,72,72,Club Atlas,https://cdn.sofifa.net/teams/101114/30.png,2000000.0,10000.0,1899,Right,1.0,3.0,3.0,Medium/ High,Normal (170-185),No,RCB,2019-01-01,None,2025.0,184.0,174.195,3400000.0,5.0,0.0,2019
1706,195093,Willian José,30,https://cdn.sofifa.net/players/195/093/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,78,78,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,14000000.0,28000.0,1899,Right,2.0,4.0,4.0,Medium/ Low,Normal (185+),Yes,SUB,2022-06-03,None,2026.0,189.0,200.655,29400000.0,12.0,0.0,2022
1707,251530,Nuno Tavares,22,https://cdn.sofifa.net/players/251/530/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,73,80,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,6000000.0,42000.0,1899,Left,1.0,4.0,3.0,High/ Medium,Lean (170-185),Yes,LM,2022-08-11,Arsenal,2023.0,183.0,165.375,1300000.0,30.0,0.0,2022
1708,257057,A. Onana,20,https://cdn.sofifa.net/players/257/057/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,74,84,Everton,https://cdn.sofifa.net/teams/7/30.png,8500000.0,22000.0,1899,Right,1.0,4.0,3.0,Medium/ High,Normal (185+),No,SUB,2022-08-09,None,2027.0,195.0,167.58,17900000.0,8.0,0.0,2022
1709,218744,J. Byrne,26,https://cdn.sofifa.net/players/218/744/23_60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png,70,71,Shamrock Rovers,https://cdn.sofifa.net/teams/306/30.png,1900000.0,3000.0,1899,Right,1.0,3.0,3.0,Medium/ Low,Lean (170-185),No,RW,2022-01-01,None,2023.0,175.0,160.965,3100000.0,29.0,0.0,2022
1710,256167,E. Cañete,23,https://cdn.sofifa.net/players/256/167/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,70,78,Unión de Santa Fe,https://cdn.sofifa.net/teams/111716/30.png,3500000.0,7000.0,1899,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,SUB,2020-03-01,None,2025.0,175.0,163.17000000000002,6000000.0,10.0,0.0,2020
1711,223747,S. Kingsley,27,https://cdn.sofifa.net/players/223/747/23_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,71,72,Heart of Midlothian,https://cdn.sofifa.net/teams/80/30.png,1900000.0,5000.0,1899,Left,1.0,2.0,2.0,High/ Medium,Normal (170-185),Yes,LCB,2020-10-06,None,2025.0,178.0,169.785,3600000.0,3.0,0.0,2020
1712,245741,J. Lindstrøm,22,https://cdn.sofifa.net/players/245/741/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,75,84,Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/30.png,12500000.0,22000.0,1899,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,SUB,2021-07-11,None,2026.0,182.0,145.53,23800000.0,29.0,0.0,2021
1713,239475,J. González,23,https://cdn.sofifa.net/players/239/475/23_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,71,76,Minnesota United FC,https://cdn.sofifa.net/teams/111138/30.png,2800000.0,5000.0,1898,Right,1.0,3.0,3.0,Medium/ High,Lean (170-185),No,SUB,2017-07-01,None,2023.0,173.0,149.94,4400000.0,6.0,0.0,2017
1714,246172,S. Chukwueze,23,https://cdn.sofifa.net/players/246/172/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,79,85,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,27500000.0,32000.0,1898,Left,1.0,2.0,4.0,High/ Low,Normal (170-185),No,SUB,2018-10-07,None,2024.0,172.0,154.35,63300000.0,11.0,0.0,2018
1715,235355,D. Duarte,22,https://cdn.sofifa.net/players/235/355/23_60.png,Cape Verde Islands,https://cdn.sofifa.net/flags/cv.png,68,74,Fortuna Sittard,https://cdn.sofifa.net/teams/634/30.png,1900000.0,6000.0,1898,Right,1.0,3.0,3.0,High/ High,Normal (170-185),No,LCM,2021-08-12,None,2024.0,177.0,158.76,3200000.0,6.0,0.0,2021
1716,221125,S. Driussi,26,https://cdn.sofifa.net/players/221/125/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,78,81,Austin FC,https://cdn.sofifa.net/teams/114161/30.png,18500000.0,11000.0,1898,Right,1.0,2.0,3.0,High/ Medium,Normal (170-185),No,CAM,2021-07-29,None,2024.0,179.0,174.195,29100000.0,7.0,0.0,2021
1717,233230,K. Mac Allister,24,https://cdn.sofifa.net/players/233/230/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,74,77,Argentinos Juniors,https://cdn.sofifa.net/teams/111019/30.png,5000000.0,10000.0,1898,Right,1.0,3.0,2.0,Medium/ Medium,Stocky (170-185),No,RCB,2016-01-01,None,2023.0,175.0,158.76,7900000.0,4.0,0.0,2016
1718,214990,M. Catalán,29,https://cdn.sofifa.net/players/214/990/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,72,72,Club Atlético Talleres,https://cdn.sofifa.net/teams/112670/30.png,2000000.0,11000.0,1898,Right,1.0,2.0,2.0,High/ Medium,Normal (170-185),No,RCB,2021-01-01,None,2023.0,182.0,171.99,3000000.0,4.0,0.0,2021
1719,215700,L. O'Nien,27,https://cdn.sofifa.net/players/215/700/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,67,69,Sunderland,https://cdn.sofifa.net/teams/106/30.png,1100000.0,6000.0,1898,Right,1.0,4.0,2.0,Medium/ High,Lean (170-185),No,SUB,2018-07-30,None,2024.0,174.0,163.17000000000002,2100000.0,13.0,0.0,2018
1720,224242,D. Luckassen,26,https://cdn.sofifa.net/players/224/242/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,71,73,PSV,https://cdn.sofifa.net/teams/247/30.png,2000000.0,10000.0,1898,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,SUB,2017-07-10,None,2023.0,186.0,171.99,3000000.0,26.0,0.0,2017
1721,244749,N. Aguerd,26,https://cdn.sofifa.net/players/244/749/23_60.png,Morocco,https://cdn.sofifa.net/flags/ma.png,80,83,West Ham United,https://cdn.sofifa.net/teams/19/30.png,24500000.0,70000.0,1898,Left,2.0,3.0,2.0,Medium/ Medium,Normal (185+),No,LCB,2022-07-01,None,2027.0,188.0,167.58,48400000.0,27.0,0.0,2022
1722,236295,Aarón,25,https://cdn.sofifa.net/players/236/295/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,75,78,1. FSV Mainz 05,https://cdn.sofifa.net/teams/169/30.png,7000000.0,22000.0,1898,Left,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),Yes,LWB,2018-11-05,None,2023.0,178.0,154.35,12400000.0,3.0,0.0,2018
1723,253537,22 B. Castillo,22,https://cdn.sofifa.net/players/253/537/22_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,76,81,Barcelona Sporting Club,https://cdn.sofifa.net/teams/110981/30.png,11000000.0,1000.0,1898,Right,1.0,2.0,3.0,High/ Medium,Lean (170-185),No,RB,2018-01-01,None,2025.0,171.0,141.12,25000000.0,26.0,0.0,2018
1724,247729,André Almeida,22,https://cdn.sofifa.net/players/247/729/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,73,81,Vitória de Guimarães,https://cdn.sofifa.net/teams/1887/30.png,7000000.0,8000.0,1898,Right,1.0,3.0,3.0,Medium/ Low,Lean (170-185),No,LCM,2016-07-01,None,2023.0,176.0,154.35,16100000.000000002,70.0,0.0,2016
1725,205114,22 T. Inui,33,https://cdn.sofifa.net/players/205/114/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,74,74,Cerezo Osaka,https://cdn.sofifa.net/teams/101148/30.png,2600000.0,9000.0,1897,Right,1.0,4.0,4.0,Medium/ Medium,Normal (170-),Yes,SUB,2021-08-31,None,2024.0,169.0,152.145,3300000.0,8.0,0.0,2021
1726,237321,M. Berisha,24,https://cdn.sofifa.net/players/237/321/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,73,78,Fenerbahçe SK,https://cdn.sofifa.net/teams/326/30.png,4700000.0,43000.0,1897,Right,1.0,3.0,3.0,High/ Medium,Normal (185+),No,SUB,2021-09-02,None,2025.0,188.0,174.195,9300000.0,11.0,0.0,2021
1727,231280,Iván Alejo,27,https://cdn.sofifa.net/players/231/280/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,75,75,Cádiz CF,https://cdn.sofifa.net/teams/1968/30.png,6000000.0,27000.0,1897,Right,1.0,3.0,4.0,Medium/ Medium,Lean (170-185),Yes,RM,2020-08-04,None,2025.0,184.0,167.58,12600000.0,11.0,0.0,2020
1728,239368,M. Bakker,22,https://cdn.sofifa.net/players/239/368/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,75,81,Bayer 04 Leverkusen,https://cdn.sofifa.net/teams/32/30.png,8500000.0,33000.0,1897,Left,1.0,2.0,2.0,Medium/ Medium,Normal (185+),Yes,SUB,2021-07-12,None,2025.0,185.0,187.425,16200000.0,5.0,0.0,2021
1729,230850,G. Cimirot,29,https://cdn.sofifa.net/players/230/850/23_60.png,Bosnia and Herzegovina,https://cdn.sofifa.net/flags/ba.png,71,71,Standard de Liège,https://cdn.sofifa.net/teams/232/30.png,1600000.0,10000.0,1897,Right,1.0,3.0,3.0,High/ High,Normal (170-185),No,LDM,2018-01-26,None,2023.0,178.0,167.58,2400000.0,8.0,0.0,2018
1730,246814,Í. Jóhannesson,19,https://cdn.sofifa.net/players/246/814/23_60.png,Iceland,https://cdn.sofifa.net/flags/is.png,67,82,F.C. København,https://cdn.sofifa.net/teams/819/30.png,2400000.0,5000.0,1897,Left,1.0,3.0,3.0,High/ High,Lean (170-185),No,RM,2021-08-31,None,2026.0,180.0,158.76,4600000.0,8.0,0.0,2021
1731,254254,21 H. Fathi,26,https://cdn.sofifa.net/players/254/254/21_60.png,Egypt,https://cdn.sofifa.net/flags/eg.png,69,70,Manchester United,https://cdn.sofifa.net/flags/eg.png,0.0,0.0,1897,Right,1.0,3.0,2.0,High/ Medium,Normal (170-185),No,SUB,2022-08-11,None,2031.0,180.0,154.35,1300000.0,5.0,0.0,2022
1732,242045,M. Ashimeru,24,https://cdn.sofifa.net/players/242/045/23_60.png,Ghana,https://cdn.sofifa.net/flags/gh.png,71,76,RSC Anderlecht,https://cdn.sofifa.net/teams/229/30.png,2800000.0,12000.0,1897,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,RCM,2021-06-08,None,2025.0,182.0,158.76,4400000.0,18.0,0.0,2021
1733,269509,D. Douděra,24,https://cdn.sofifa.net/players/269/509/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,72,77,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,3300000.0,750.0,1897,Right,1.0,2.0,2.0,High/ Medium,Lean (170-185),No,RB,2022-06-21,None,2025.0,175.0,145.53,7500000.0,21.0,0.0,2022
1734,261616,Q. Merlin,20,https://cdn.sofifa.net/players/261/616/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,70,84,FC Nantes,https://cdn.sofifa.net/teams/71/30.png,3700000.0,9000.0,1897,Left,1.0,2.0,3.0,High/ Medium,Normal (170-185),No,LWB,2020-07-01,None,2026.0,173.0,147.735,9700000.0,29.0,0.0,2020
1735,270571,Gabriel Sara,23,https://cdn.sofifa.net/players/270/571/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,73,81,Norwich City,https://cdn.sofifa.net/teams/1792/30.png,7000000.0,29000.0,1896,Left,1.0,3.0,3.0,High/ Medium,Stocky (170-185),No,SUB,2022-07-15,None,2026.0,177.0,171.99,14700000.0,17.0,0.0,2022
1736,230406,Guilson Paiva,26,https://cdn.sofifa.net/players/230/406/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,78,78,Flamengo,https://cdn.sofifa.net/teams/1043/30.png,15500000.0,40000.0,1896,Right,1.0,4.0,3.0,Medium/ Medium,Lean (170-185),No,RW,2022-06-20,None,2025.0,173.0,158.76,27900000.0,21.0,0.0,2022
1737,254796,N. Madueke,20,https://cdn.sofifa.net/players/254/796/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,77,86,PSV,https://cdn.sofifa.net/teams/247/30.png,23000000.0,16000.0,1896,Left,1.0,4.0,4.0,Medium/ Low,Lean (170-185),Yes,RES,2019-12-21,None,2025.0,182.0,154.35,36800000.0,10.0,0.0,2019
1738,216549,A. Sørloth,26,https://cdn.sofifa.net/players/216/549/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,76,78,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,9500000.0,48000.0,1896,Left,1.0,4.0,3.0,High/ Medium,Normal (185+),Yes,RM,2022-08-11,None,2031.0,194.0,198.45000000000002,16900000.0,19.0,0.0,2022
1739,238194,22 N. Bustos,22,https://cdn.sofifa.net/players/238/194/22_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,73,80,Girona FC,https://cdn.sofifa.net/teams/110062/30.png,6000000.0,71000.0,1896,Right,1.0,2.0,3.0,High/ Low,Lean (170-185),No,SUB,2022-08-11,Manchester City,2022.0,176.0,141.12,1300000.0,19.0,0.0,2022
1740,188081,22 Alex Teixeira,31,https://cdn.sofifa.net/players/188/081/22_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,76,76,Beşiktaş JK,https://cdn.sofifa.net/teams/327/30.png,6000000.0,40000.0,1896,Right,3.0,4.0,4.0,High/ Low,Normal (170-185),No,LW,2021-08-10,None,2023.0,173.0,149.94,12000000.0,90.0,0.0,2021
1741,237003,S. Birindelli,22,https://cdn.sofifa.net/players/237/003/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,75,83,AC Monza,https://cdn.sofifa.net/teams/111811/30.png,12000000.0,33000.0,1896,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),No,RM,2022-07-07,None,2026.0,175.0,154.35,24000000.0,19.0,0.0,2022
1742,267594,D. Jurásek,21,https://cdn.sofifa.net/players/267/594/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,71,77,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,2800000.0,550.0,1896,Left,1.0,2.0,2.0,High/ Medium,Normal (170-185),No,SUB,2022-02-10,None,2026.0,183.0,167.58,6700000.0,33.0,0.0,2022
1743,175105,15 W. Palacios,29,https://cdn.sofifa.net/players/175/105/15_60.png,Honduras,https://cdn.sofifa.net/flags/hn.png,65,65,Stoke City,https://cdn.sofifa.net/teams/1806/30.png,475000.0,6000.0,1896,Right,2.0,3.0,2.0,Medium/ Medium,Normal (170-185),Yes,RES,2011-08-01,None,2015.0,178.0,156.555,1300000.0,8.0,0.0,2011
1744,253574,22 C. Melgar,26,https://cdn.sofifa.net/players/253/574/22_60.png,Bolivia,https://cdn.sofifa.net/flags/bo.png,70,71,Club Bolívar,https://cdn.sofifa.net/teams/110968/30.png,1900000.0,750.0,1896,Right,1.0,3.0,4.0,High/ Medium,Normal (170-185),No,SUB,2022-01-01,None,2022.0,172.0,147.735,4200000.0,18.0,0.0,2022
1745,234570,Jota,23,https://cdn.sofifa.net/players/234/570/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,76,83,Celtic,https://cdn.sofifa.net/teams/78/30.png,15000000.0,46000.0,1896,Right,1.0,4.0,5.0,High/ Medium,Normal (170-185),Yes,RW,2021-08-31,None,2027.0,175.0,147.735,30000000.0,17.0,0.0,2021
1746,192366,N. Otamendi,34,https://cdn.sofifa.net/players/192/366/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,81,81,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,8500000.0,18000.0,1896,Right,3.0,3.0,2.0,Medium/ High,Normal (170-185),Yes,RCB,2020-09-29,None,2023.0,182.0,171.99,17000000.0,30.0,0.0,2020
1747,203431,22 Leandro,28,https://cdn.sofifa.net/players/203/431/22_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,72,72,FC Tokyo,https://cdn.sofifa.net/teams/101150/30.png,2400000.0,9000.0,1896,Right,1.0,3.0,3.0,Medium/ Low,Normal (170-185),No,RES,2021-01-09,None,2023.0,177.0,171.99,3000000.0,20.0,0.0,2021
1748,177358,M. Schneiderlin,32,https://cdn.sofifa.net/players/177/358/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,74,74,OGC Nice,https://cdn.sofifa.net/teams/72/30.png,2800000.0,31000.0,1896,Right,2.0,4.0,3.0,Low/ High,Normal (185+),Yes,SUB,2020-07-01,None,2023.0,186.0,174.195,5300000.0,6.0,0.0,2020
1749,226380,Hwang Hee Chan,26,https://cdn.sofifa.net/players/226/380/23_60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png,77,78,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,12500000.0,77000.0,1896,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),Yes,LW,2022-07-01,None,2026.0,177.0,169.785,24700000.0,11.0,0.0,2022
1750,1046,14 J. Rothen,35,https://cdn.sofifa.net/players/001/046/14_60.png,France,https://cdn.sofifa.net/flags/fr.png,71,71,Stade Malherbe Caen,https://cdn.sofifa.net/teams/210/30.png,325000.0,15000.0,1896,Left,2.0,2.0,3.0,Medium/ Medium,Normal (170-185),Yes,SUB,2013-07-07,None,2014.0,177.0,163.17000000000002,1300000.0,25.0,0.0,2013
1751,191066,21 F. Kroos,29,https://cdn.sofifa.net/players/191/066/21_60.png,Germany,https://cdn.sofifa.net/flags/de.png,68,68,Eintracht Braunschweig,https://cdn.sofifa.net/teams/110500/30.png,1200000.0,7000.0,1895,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,CAM,2020-09-04,None,2022.0,184.0,176.4,1900000.0,18.0,0.0,2020
1752,231554,J. Justin,24,https://cdn.sofifa.net/players/231/554/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,76,79,Leicester City,https://cdn.sofifa.net/teams/95/30.png,9500000.0,52000.0,1895,Right,1.0,4.0,3.0,High/ High,Normal (170-185),Yes,SUB,2019-06-28,None,2026.0,183.0,176.4,18800000.0,2.0,0.0,2019
1753,225659,G. Rodríguez,27,https://cdn.sofifa.net/players/225/659/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,81,82,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,26500000.0,30000.0,1895,Right,1.0,4.0,2.0,Medium/ High,Lean (185+),Yes,RDM,2020-01-14,None,2024.0,185.0,176.4,57600000.0,21.0,0.0,2020
1754,264335,D. Samek,18,https://cdn.sofifa.net/players/264/335/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,69,80,Lecce,https://cdn.sofifa.net/teams/347/30.png,2800000.0,2000.0,1895,Right,1.0,4.0,2.0,Medium/ Medium,Normal (170-185),No,SUB,2022-07-31,None,2023.0,184.0,176.4,5600000.0,20.0,0.0,2022
1755,206436,Y. Benzia,27,https://cdn.sofifa.net/players/206/436/23_60.png,Algeria,https://cdn.sofifa.net/flags/dz.png,71,72,Dijon FCO,https://cdn.sofifa.net/teams/110569/30.png,2200000.0,6000.0,1895,Right,2.0,4.0,4.0,Medium/ Medium,Normal (170-185),No,SUB,2020-01-31,None,2023.0,179.0,169.785,4000000.0,31.0,0.0,2020
1756,215443,22 P. Zinckernagel,26,https://cdn.sofifa.net/players/215/443/22_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,74,74,Nottingham Forest,https://cdn.sofifa.net/teams/14/30.png,4600000.0,43000.0,1895,Right,1.0,3.0,4.0,High/ Medium,Normal (170-185),No,CAM,2022-08-11,Watford,2022.0,175.0,154.35,1300000.0,11.0,0.0,2022
1757,229900,S. Lauper,25,https://cdn.sofifa.net/players/229/900/23_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,70,75,BSC Young Boys,https://cdn.sofifa.net/teams/900/30.png,2100000.0,11000.0,1895,Right,1.0,3.0,2.0,Medium/ Medium,Lean (185+),No,SUB,2018-07-01,None,2025.0,186.0,160.965,3300000.0,30.0,0.0,2018
1758,144429,O. Wendt,36,https://cdn.sofifa.net/players/144/429/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,68,68,IFK Göteborg,https://cdn.sofifa.net/teams/319/30.png,275000.0,2000.0,1894,Left,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,LB,2021-07-15,None,2022.0,181.0,180.81,344000.0,17.0,0.0,2021
1759,202331,F. Quignon,29,https://cdn.sofifa.net/players/202/331/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,72,72,FC Dallas,https://cdn.sofifa.net/teams/695/30.png,2000000.0,6000.0,1894,Left,1.0,3.0,3.0,Medium/ High,Normal (170-185),No,SUB,2021-06-14,None,2023.0,178.0,160.965,3000000.0,5.0,0.0,2021
1760,230463,Simão Acunha,34,https://cdn.sofifa.net/players/230/463/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,76,76,Clube Atlético Mineiro,https://cdn.sofifa.net/teams/1035/30.png,3500000.0,33000.0,1894,Right,1.0,2.0,4.0,High/ Low,Lean (170-185),No,CAM,2022-06-20,None,2025.0,178.0,156.555,6300000.0,18.0,0.0,2022
1761,242530,N. Okafor,22,https://cdn.sofifa.net/players/242/530/23_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,75,83,FC Red Bull Salzburg,https://cdn.sofifa.net/teams/191/30.png,12500000.0,25000.0,1894,Right,1.0,4.0,4.0,High/ Medium,Normal (185+),No,LS,2020-01-31,None,2024.0,185.0,187.425,21300000.0,77.0,0.0,2020
1762,236918,A. Dreyer,24,https://cdn.sofifa.net/players/236/918/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,74,80,FC Midtjylland,https://cdn.sofifa.net/teams/1516/30.png,6500000.0,23000.0,1894,Left,1.0,3.0,3.0,Medium/ Medium,Stocky (170-185),No,ST,2022-07-06,None,2026.0,174.0,152.145,9800000.0,36.0,0.0,2022
1763,206058,M. De Sciglio,29,https://cdn.sofifa.net/players/206/058/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,76,76,Juventus,https://cdn.sofifa.net/teams/45/30.png,6500000.0,75000.0,1894,Right,2.0,4.0,3.0,Medium/ Medium,Lean (170-185),Yes,SUB,2017-07-20,None,2025.0,182.0,171.99,11100000.0,2.0,0.0,2017
1764,215107,H. Villalba,27,https://cdn.sofifa.net/players/215/107/23_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,72,72,Club Libertad,https://cdn.sofifa.net/teams/111008/30.png,2500000.0,750.0,1894,Left,1.0,4.0,4.0,High/ Medium,Normal (170-185),Yes,SUB,2020-01-31,None,2022.0,178.0,167.58,5500000.0,15.0,0.0,2020
1765,212947,J. Cabot,28,https://cdn.sofifa.net/players/212/947/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,75,75,Racing Club de Lens,https://cdn.sofifa.net/teams/64/30.png,5500000.0,30000.0,1894,Right,1.0,3.0,3.0,High/ Medium,Normal (170-),No,SUB,2022-07-07,None,2026.0,164.0,141.12,10500000.0,19.0,0.0,2022
1766,225310,B. Thompson,26,https://cdn.sofifa.net/players/225/310/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,67,69,Peterborough United,https://cdn.sofifa.net/teams/1938/30.png,1300000.0,5000.0,1894,Right,1.0,3.0,3.0,High/ High,Stocky (170-185),No,SUB,2022-07-01,None,2024.0,171.0,171.99,2400000.0,24.0,0.0,2022
1767,239818,Rúben Dias,25,https://cdn.sofifa.net/players/239/818/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,88,91,Manchester City,https://cdn.sofifa.net/teams/10/30.png,107500000.0,230000.0,1894,Right,3.0,4.0,2.0,Medium/ High,Normal (185+),Yes,RCB,2020-09-29,None,2027.0,187.0,180.81,206900000.0,3.0,0.0,2020
1768,231235,K. Amian,24,https://cdn.sofifa.net/players/231/235/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,74,78,Spezia,https://cdn.sofifa.net/teams/110741/30.png,5500000.0,13000.0,1894,Right,1.0,3.0,2.0,High/ Medium,Normal (170-185),No,RES,2021-07-22,None,2026.0,180.0,171.99,10300000.0,27.0,0.0,2021
1769,253287,22 G. Neves,22,https://cdn.sofifa.net/players/253/287/22_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,73,78,Club Nacional de Football,https://cdn.sofifa.net/teams/111325/30.png,4700000.0,950.0,1893,Right,1.0,4.0,2.0,Medium/ Medium,Normal (170-185),No,LCM,2018-01-01,None,2021.0,171.0,158.76,10500000.0,8.0,0.0,2018
